t,track_id,x_pix,y_pix,z_m,d_pix
1758630092.0445557,4,476,380,4.672,61
1758630091.9196134,5,478,319,7.125,40
1758630092.0784242,3,546,281,3.434,83
1758630092.0784242,4,475,378,4.453,64
1758630091.9196134,5,478,319,7.125,40
1758630092.1266181,3,546,281,3.519,81
1758630092.1266181,4,474,376,4.318,66
1758630091.9196134,5,478,319,7.125,40
1758630092.1589363,3,546,281,3.476,82
1758630092.1589363,4,474,377,4.318,66
1758630091.9196134,5,478,319,7.125,40
1758630092.2036693,3,546,280,3.476,82
1758630092.2036693,4,474,376,4.254,67
1758630091.9196134,5,478,319,7.125,40
1758630092.2358482,3,548,280,3.434,83
1758630092.2358482,4,477,377,4.597,62
1758630091.9196134,5,478,319,7.125,40
1758630092.2853942,3,551,280,3.434,83
1758630092.2853942,4,481,377,5.000,57
1758630091.9196134,5,478,319,7.125,40
1758630092.3332834,3,556,279,3.434,83
1758630092.3332834,4,483,373,4.130,69
1758630091.9196134,5,478,319,7.125,40
1758630092.3649504,3,563,279,3.476,82
1758630092.3649504,4,489,372,3.851,74
1758630091.9196134,5,478,319,7.125,40
1758630092.414989,3,570,279,3.434,83
1758630092.414989,4,495,366,3.132,91
1758630092.414989,5,516,285,7.125,40
1758630092.4456704,3,580,278,3.434,83
1758630092.4456704,4,508,370,4.318,66
1758630092.4456704,5,502,304,5.481,52
1758630092.494653,3,589,277,3.476,82
1758630092.494653,4,517,367,4.130,69
1758630092.494653,5,505,302,6.333,45
1758630092.5256402,3,599,275,3.434,83
1758630092.5256402,4,537,381,9.194,31
1758630092.5256402,5,520,299,5.377,53
1758630092.5737534,3,607,272,3.654,78
1758630092.5737534,4,543,376,7.703,37
1758630092.5737534,5,537,287,4.014,71
1758630092.605244,3,611,270,3.958,72
1758630092.605244,4,544,363,3.750,76
1758630092.605244,5,541,290,3.434,83
1758630092.6524594,3,615,267,4.597,62
1758630092.605244,4,544,363,3.750,76
1758630092.6524594,5,550,312,2.143,133
1758630092.7007966,3,585,290,1.827,156
1758630092.605244,4,544,363,3.750,76
1758630092.6524594,5,550,312,2.143,133
1758630092.73233,3,620,265,4.831,59
1758630092.605244,4,544,363,3.750,76
1758630092.73233,5,562,312,2.127,134
1758630092.73233,3,620,265,4.831,59
1758630092.605244,4,544,363,3.750,76
1758630092.7806208,5,585,295,1.815,157
1758630092.73233,3,620,265,4.831,59
1758630092.605244,4,544,363,3.750,76
1758630092.8121653,5,586,295,1.863,153
1758630092.73233,3,620,265,4.831,59
1758630092.8606923,4,561,342,2.794,102
1758630092.8606923,5,596,275,2.436,117
1758630092.892576,3,622,264,4.831,59
1758630092.892576,4,566,312,2.143,133
1758630092.8606923,5,596,275,2.436,117
1758630092.9412189,3,621,264,4.524,63
1758630092.9412189,4,555,341,2.740,104
1758630092.9412189,5,572,284,3.904,73
1758630092.9885557,3,619,264,4.750,60
1758630092.9885557,4,550,341,2.740,104
1758630092.9885557,5,570,284,3.958,72
1758630093.019489,3,617,264,4.672,61
1758630093.019489,4,544,341,2.740,104
1758630093.019489,5,564,280,5.182,55
1758630093.0695066,3,615,266,4.524,63
1758630093.0695066,4,546,317,2.143,133
1758630093.019489,5,564,280,5.182,55
1758630093.1002836,3,610,268,4.014,71
1758630093.1002836,4,538,318,2.159,132
1758630093.019489,5,564,280,5.182,55
1758630093.1496649,3,606,268,3.608,79
1758630093.1496649,4,524,345,2.908,98
1758630093.1496649,5,543,283,5.089,56
1758630093.1805532,3,599,269,3.434,83
1758630093.1805532,4,515,344,2.794,102
1758630093.1805532,5,531,288,6.951,41
1758630093.2279515,3,592,269,3.434,83
1758630093.2279515,4,508,346,2.822,101
1758630093.2279515,5,523,289,6.951,41
1758630093.277643,3,586,268,3.434,83
1758630093.277643,4,501,345,2.908,98
1758630093.277643,5,517,289,6.786,42
1758630093.3087091,3,579,267,3.476,82
1758630093.3087091,4,496,346,2.938,97
1758630093.277643,5,517,289,6.786,42
1758630093.3564734,3,573,265,3.476,82
1758630093.3564734,4,490,345,2.969,96
1758630093.3564734,5,502,299,6.786,42
1758630093.3896089,3,568,264,3.476,82
1758630093.3896089,4,486,344,3.000,95
1758630093.3564734,5,502,299,6.786,42
1758630093.4381588,3,564,263,3.476,82
1758630093.4381588,4,484,345,3.098,92
1758630093.3564734,5,502,299,6.786,42
1758630093.4682188,3,561,261,3.519,81
1758630093.4682188,4,482,344,3.167,90
1758630093.4682188,5,491,296,6.786,42
1758630093.5173295,3,559,260,3.519,81
1758630093.5173295,4,482,343,3.167,90
1758630093.5173295,5,490,295,7.500,38
1758630093.549186,3,559,260,3.519,81
1758630093.549186,4,481,343,3.202,89
1758630093.549186,5,489,294,6.628,43
1758630093.5987685,3,558,259,3.519,81
1758630093.5987685,4,481,343,3.276,87
1758630093.5987685,5,488,294,6.951,41
1758630093.6455116,3,558,259,3.476,82
1758630093.6455116,4,480,342,3.202,89
1758630093.5987685,5,488,294,6.951,41
1758630093.6758204,3,557,259,3.476,82
1758630093.6758204,4,480,343,3.167,90
1758630093.5987685,5,488,294,6.951,41
1758630093.7241464,3,557,259,3.519,81
1758630093.7241464,4,479,342,3.167,90
1758630093.5987685,5,488,294,6.951,41
1758630093.7565215,3,557,259,3.476,82
1758630093.7565215,4,480,342,3.167,90
1758630093.7565215,5,487,293,6.628,43
1758630093.8045983,3,556,259,3.519,81
1758630093.8045983,4,480,342,3.167,90
1758630093.7565215,5,487,293,6.628,43
1758630093.8360188,3,557,259,3.434,83
1758630093.8360188,4,479,343,3.167,90
1758630093.7565215,5,487,293,6.628,43
1758630093.8838198,3,558,260,3.476,82
1758630093.8838198,4,480,342,3.132,91
1758630093.7565215,5,487,293,6.628,43
1758630093.9324899,3,557,260,3.562,80
1758630093.9324899,4,481,342,3.167,90
1758630093.9324899,5,488,294,6.628,43
1758630093.9657645,3,558,260,3.434,83
1758630093.9657645,4,481,344,3.098,92
1758630093.9657645,5,488,293,6.628,43
1758630094.014815,3,558,260,3.434,83
1758630094.014815,4,481,343,3.098,92
1758630093.9657645,5,488,293,6.628,43
1758630094.045517,3,559,260,3.434,83
1758630094.045517,4,482,344,3.132,91
1758630093.9657645,5,488,293,6.628,43
1758630094.0931642,3,559,261,3.434,83
1758630094.0931642,4,482,344,3.098,92
1758630093.9657645,5,488,293,6.628,43
1758630094.1256075,3,560,261,3.393,84
1758630094.1256075,4,483,344,3.202,89
1758630094.1256075,5,490,296,6.333,45
1758630094.1720297,3,560,261,3.434,83
1758630094.1720297,4,484,345,3.202,89
1758630094.1720297,5,490,295,6.333,45
1758630094.2201483,3,560,260,3.434,83
1758630094.2201483,4,483,343,3.098,92
1758630094.2201483,5,495,288,5.588,51
1758630094.2526622,3,560,260,3.476,82
1758630094.2526622,4,483,343,3.098,92
1758630094.2526622,5,510,267,7.125,40
1758630094.2996483,3,561,259,3.434,83
1758630094.2996483,4,484,344,3.132,91
1758630094.2526622,5,510,267,7.125,40
1758630094.3336308,3,562,257,3.562,80
1758630094.3336308,4,485,342,3.202,89
1758630094.2526622,5,510,267,7.125,40
1758630094.3795252,3,563,253,3.476,82
1758630094.3795252,4,489,341,3.519,81
1758630094.2526622,5,510,267,7.125,40
1758630094.4118538,3,566,250,3.562,80
1758630094.4118538,4,494,339,4.130,69
1758630094.2526622,5,510,267,7.125,40
1758630094.4605384,3,568,243,3.608,79
1758630094.4605384,4,500,336,5.182,55
1758630094.2526622,5,510,267,7.125,40
1758630094.4922743,3,572,237,3.701,77
1758630094.4922743,4,502,326,3.851,74
1758630094.2526622,5,510,267,7.125,40
1758630094.5407805,3,576,232,3.608,79
1758630094.5407805,4,510,324,5.377,53
1758630094.2526622,5,510,267,7.125,40
1758630094.5910106,3,579,227,3.608,79
1758630094.5910106,4,513,318,5.089,56
1758630094.2526622,5,510,267,7.125,40
1758630094.6201005,3,581,223,3.701,77
1758630094.6201005,4,519,318,7.500,38
1758630094.6201005,5,531,228,8.143,35
1758630094.6696532,3,583,221,3.608,79
1758630094.6696532,4,518,312,5.481,52
1758630094.6201005,5,531,228,8.143,35
1758630094.6995726,3,583,220,3.654,78
1758630094.6995726,4,522,315,7.703,37
1758630094.6201005,5,531,228,8.143,35
1758630094.7477248,3,583,220,3.562,80
1758630094.7477248,4,517,307,4.385,65
1758630094.7477248,5,518,241,8.636,33
1758630094.7808604,3,583,220,3.562,80
1758630094.7808604,4,516,305,4.254,67
1758630094.7477248,5,518,241,8.636,33
1758630094.8308952,3,583,221,3.654,78
1758630094.8308952,4,516,308,4.672,61
1758630094.7477248,5,518,241,8.636,33
1758630094.8787277,3,582,221,3.654,78
1758630094.8787277,4,509,298,3.132,91
1758630094.7477248,5,518,241,8.636,33
1758630094.9086788,3,583,223,3.562,80
1758630094.9086788,4,515,308,3.958,72
1758630094.7477248,5,518,241,8.636,33
1758630094.9572847,3,584,224,3.562,80
1758630094.9572847,4,519,313,5.000,57
1758630094.7477248,5,518,241,8.636,33
1758630094.9889712,3,584,224,3.562,80
1758630094.9889712,4,524,320,7.703,37
1758630094.9889712,5,520,250,6.064,47
1758630095.0385716,3,584,225,3.519,81
1758630095.0385716,4,519,315,5.377,53
1758630095.0385716,5,516,255,6.951,41
1758630095.068029,3,584,224,3.519,81
1758630095.068029,4,519,314,5.278,54
1758630095.068029,5,516,255,6.786,42
1758630095.1154168,3,583,224,3.562,80
1758630095.1154168,4,512,304,3.276,87
1758630095.1154168,5,515,254,6.951,41
1758630095.1479259,3,583,224,3.562,80
1758630095.1479259,4,514,308,4.014,71
1758630095.1154168,5,515,254,6.951,41
1758630095.1973722,3,582,224,3.608,79
1758630095.1973722,4,516,312,4.672,61
1758630095.1973722,5,515,255,7.308,39
1758630095.245876,3,582,224,3.608,79
1758630095.245876,4,514,309,4.014,71
1758630095.245876,5,514,254,7.125,40
1758630095.276306,3,582,224,3.654,78
1758630095.276306,4,509,302,3.167,90
1758630095.276306,5,514,255,7.125,40
1758630095.3265183,3,581,224,3.608,79
1758630095.3265183,4,515,310,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.356124,3,584,224,3.608,79
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.4056914,3,588,222,3.654,78
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.4364276,3,598,221,3.851,74
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.4840796,3,607,218,4.014,71
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.5344338,3,614,213,5.000,57
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.5636246,3,619,211,5.588,51
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.819968,6,609,307,7.308,39
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.8514652,6,609,310,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.8514652,6,609,310,6.786,42
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.93229,6,606,316,7.500,38
1758630095.6128907,3,624,208,7.125,40
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.0124047,3,627,218,8.143,35
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.0617385,3,621,222,7.308,39
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.0931149,3,617,225,5.588,51
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.142823,3,602,230,4.750,60
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.1875618,3,576,234,6.196,46
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.356124,4,516,309,4.071,70
1758630095.3265183,5,515,255,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.356124,4,516,309,4.071,70
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630095.9822195,6,601,319,8.382,34
1758630096.2206604,3,546,242,6.786,42
1758630096.2206604,3,546,242,6.786,42
1758630096.2206604,3,546,242,6.786,42
1758630096.2206604,3,546,242,6.786,42
1758630096.2206604,3,546,242,6.786,42
1758630096.2206604,3,546,242,6.786,42
1758630097.9801245,1,526,314,7.703,37
1758630098.0278163,1,542,312,5.938,48
1758630098.0760205,1,552,310,5.182,55
1758630098.1072686,1,563,314,4.831,59
1758630098.1072686,2,512,400,6.786,42
1758630098.155638,1,572,317,7.125,40
1758630098.155638,2,510,396,5.182,55
1758630098.18754,1,562,311,4.831,59
1758630098.18754,2,508,392,4.672,61
1758630098.2353973,1,563,311,4.672,61
1758630098.2353973,2,512,403,7.308,39
1758630098.267807,1,563,312,4.672,61
1758630098.267807,2,503,392,4.385,65
1758630098.315473,1,561,311,4.254,67
1758630098.315473,2,491,375,2.794,102
1758630098.3636317,1,560,311,4.318,66
1758630098.3636317,2,490,376,2.794,102
1758630098.3950315,1,559,311,4.453,64
1758630098.3950315,2,489,374,2.794,102
1758630098.3950315,3,500,325,8.906,32
1758630098.4452503,1,558,312,4.385,65
1758630098.4452503,2,491,362,2.639,108
1758630098.3950315,3,500,325,8.906,32
1758630098.4764655,1,563,313,3.750,76
1758630098.4764655,2,490,367,2.639,108
1758630098.3950315,3,500,325,8.906,32
1758630098.524213,1,567,314,3.608,79
1758630098.524213,2,495,365,2.500,114
1758630098.3950315,3,500,325,8.906,32
1758630098.5552995,1,575,314,3.519,81
1758630098.5552995,2,492,384,2.664,107
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
1758630098.5552995,3,514,324,4.914,58
1758630098.6045697,1,590,318,3.393,84
1758630098.6045697,2,499,402,3.032,94
